,path,file_name,file_size_Mb,last_access,last_modified,created_on
Ki67-N2-20190720,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67,Ki67-N2-20190720,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Ki67-N3-20190722,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67,Ki67-N3-20190722,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
10a HER2 shC shY AMGM  EVOS day5-GFP and trans images -N1,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,10a HER2 shC shY AMGM  EVOS day5-GFP and trans images -N1,8.192,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190707-20190711-Operetta-Colour-Rep images- HER2shC_HER2shY-p8-ki67-N1,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,20190707-20190711-Operetta-Colour-Rep images- HER2shC_HER2shY-p8-ki67-N1,24.576,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,24.576,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1.pptx,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1.pptx,18227.558,25 Jul 2019,21 Sep 2020,21 Sep 2020
20190716-Raw data-Ki67-N1-Not correct,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,20190716-Raw data-Ki67-N1-Not correct,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
20190717-Ki67-N1-Re-Raw data,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,20190717-Ki67-N1-Re-Raw data,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Operetta-greyscale images-Ki67-N1-p8-HER2shC-shY,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707,Operetta-greyscale images-Ki67-N1-p8-HER2shC-shY,4.096,21 Sep 2020,26 Sep 2020,21 Sep 2020
Plate Map-N1-N2-N3-Ki67-cell proliferation assay.xlsx,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722,Plate Map-N1-N2-N3-Ki67-cell proliferation assay.xlsx,8.612,30 Jul 2019,22 Sep 2020,21 Sep 2020
20190711-10a HER2 shC shY -p8 AMGM  EVOS day5-GFP and trans images -N1.pptx,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\10a HER2 shC shY AMGM  EVOS day5-GFP and trans images -N1,20190711-10a HER2 shC shY -p8 AMGM  EVOS day5-GFP and trans images -N1.pptx,15036.341,17 Jul 2019,22 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-am-well3-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-am-well3-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-am-well3-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-am-well3-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well7-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well7-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well7-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well7-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well8-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well8-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well8-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well8-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well9-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well9-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well9-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shc-p8-ki67-n1-gm-well9-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well4-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well4-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well4-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well4-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well5-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well5-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well5-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well5-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well6-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well6-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-am-well6-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-am-well6-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well10-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well10-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well10-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well10-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well11-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well11-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well11-trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well11-trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well12-gfp-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well12-gfp-20190711.tif,4182.562,11 Jul 2019,21 Sep 2020,21 Sep 2020
mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well12trans-20190711.tif,E:\mk_lab_data\SHRUTI\EVOS\EVOSday5-Ki67-N1,mcf10a-gfp-her2-shy-p8-ki67-n1-gm-well12trans-20190711.tif,1394.554,11 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-AM-p8-well1-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-AM-p8-well1-N1-Day1.png,144.663,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-AM-p8-well2-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-AM-p8-well2-N1-Day1.png,188.592,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day1.png,132.445,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day1.png,146.869,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day1.png,126.304,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day1.png,133.36,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day1.png,118.565,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day1.png,121.148,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day1.png,127.063,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day1.png,88.835,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day1.png,119.691,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190707_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day1.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190707_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day1.png,114.86,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shC-AM-p8-well2-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shC-AM-p8-well2-N1-Day2.png,2147.48,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day2.png,2098.566,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day2.png,1126.071,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day2.png,1315.111,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day2.png,1335.537,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day2.png,1596.675,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day2.png,1531.527,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day2.png,888.227,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day2.png,924.208,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day2.png,900.464,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190708_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day2.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190708_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day2.png,1108.841,18 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day3.png,2610.992,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day3.png,2515.5,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day3.png,2539.822,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day3.png,1634.67,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day3.png,2322.294,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day3.png,2191.544,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day3.png,1825.323,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day3.png,2009.041,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190709_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day3.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190709_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day3.png,1057.365,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shC-AM-p8-well1-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shC-AM-p8-well1-N1-Day4.png,2539.013,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day4.png,2594.58,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day4.png,2839.056,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day4.png,2883.032,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day4.png,3731.973,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day4.png,2436.775,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-AM-p8-well5-N1-Day4.png,2521.064,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-AM-p8-well6-N1-Day4.png,2432.361,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-GM-p8-well10-N1-Day4.png,2701.445,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-GM-p8-well11-N1-Day4.png,2659.939,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190710_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day4.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190710_MCF10A-GFP-HER2-shY-GM-p8-well12-N1-Day4.png,2499.097,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190711_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190711_MCF10A-GFP-HER2-shC-AM-p8-well3-N1-Day5.png,2641.595,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190711_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190711_MCF10A-GFP-HER2-shC-GM-p8-well7-N1-Day5.png,2970.076,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190711_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190711_MCF10A-GFP-HER2-shC-GM-p8-well8-N1-Day5.png,2949.516,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190711_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190711_MCF10A-GFP-HER2-shC-GM-p8-well9-N1-Day5.png,2968.806,17 Jul 2019,21 Sep 2020,21 Sep 2020
20190711_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day5.png,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N1-20190707\20190707-20190711-Operetta-Rep images- HER2shC_HER2shY-p8-ki67-N1,20190711_MCF10A-GFP-HER2-shY-AM-p8-well4-N1-Day5.png,2501.014,17 Jul 2019,21 Sep 2020,21 Sep 2020
